INFORMACION MENSUAL DEL MERCADO DE CAMBIOS;;;;;;;;;;;;;;;;;;;;;;
Gerencia de Estadísticas del Sector Externo - Banco Central de la República Argentina;;;;;;;;;;;;;;;;;;;;;;
2015;58;Gas (Extracción, Transporte, Distribución);C;;;; 1 ; 3 ;; 2 ; 3 ; 2 ;; 3 ;;;;;;;;
2015;58;Gastronomía;C;; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ;; 0 ;; 0 ;;;;;;;
2015;58;Industria Automotriz;C; 5 ; 0 ; 1 ; 4 ; 4 ; 10 ; 9 ; 17 ; 15 ; 5 ; 6 ; 3 ;;;;;;;
2015;58;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 3 ; 3 ;;;;;;;
2015;58;Industria Química, Caucho y Plástico;C; 6 ; 32 ; 17 ; 37 ; 22 ; 15 ; 25 ; 25 ; 44 ; 33 ; 22 ; 2 ;;;;;;;
2015;58;Industria Textil y Curtidos;C; 3 ; 3 ; 3 ; 2 ; 3 ; 5 ; 2 ; 3 ; 3 ; 2 ; 2 ; 1 ;;;;;;;
2015;58;Informática;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;58;Maquinarias y Equipos;C; 6 ; 4 ; 7 ; 8 ; 4 ; 3 ; 6 ; 6 ; 9 ; 11 ; 12 ; 9 ;;;;;;;
2015;58;Metales Comunes y Elaboración;C; 2 ; 1 ; 1 ; 1 ; 0 ; 2 ; 3 ; 1 ; 0 ; 5 ; 2 ; 3 ;;;;;;;
2015;58;Mineria;C; 1 ; 0 ; 4 ; 1 ; 2 ; 0 ; 2 ; 2 ; 1 ;; 1 ; 3 ;;;;;;;
2015;58;Oleaginosos y Cerealeros;C; 15 ; 22 ; 27 ; 32 ; 34 ; 65 ; 66 ; 14 ; 39 ; 8 ; 4 ; 13 ;;;;;;;
2015;58;Otros Industria Manufacturera;C; 2 ; 8 ; 2 ; 7 ; 1 ; 8 ; 1 ; 7 ; 7 ; 0 ; 2 ; 4 ;;;;;;;
2015;58;Otros Sector Privado no Financiero;C; 5 ; 4 ; 4 ; 3 ; 2 ; 6 ; 4 ; 4 ; 7 ; 4 ; 5 ; 3 ;;;;;;;
2015;58;Petróleo;C; 12 ; 37 ; 19 ; 10 ; 3 ; 33 ; 15 ; 3 ; 4 ; 22 ; 18 ; 17 ;;;;;;;
2015;58;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C; 0 ;; 1 ; 0 ; 1 ; 4 ;; 0 ; 0 ; 0 ; 4 ; 0 ;;;;;;;
2015;58;Seguros;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;58;Todos;C; 86 ; 152 ; 118 ; 195 ; 116 ; 202 ; 185 ; 124 ; 155 ; 122 ; 100 ; 76 ;;;;;;;
2015;58;Transporte;C; 0 ; 0 ; 0 ; 43 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;58;Turismo y Hotelería;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;59;Agricultura, Ganadería y Otras Actividades Primarias;V;;;; 0 ; 2 ;;;;; 0 ; 2 ;;;;;;;;
2015;59;Alimentos, Bebidas y Tabaco;V; 3 ; 0 ; 1 ;;;; 3 ; 0 ; 8 ;;;;;;;;;;
2015;59;Comercio;V;; 2 ;;;;;; 4 ;;;;;;;;;;;
2015;59;Comunicaciones;V; 1 ;;; 1 ;;; 1 ;;; 1 ;;;;;;;;;
2015;59;Electricidad (Generación, Transporte, Distribución);V;;; 0 ; 1 ;;;; 0 ; 0 ; 1 ; 0 ;;;;;;;;
2015;59;Entidades Financieras y Cambiarias;V; 1 ; 5 ;; 12 ;; 9 ; 4 ; 5 ;; 20 ; 10 ; 14 ;;;;;;;
2015;59;Industria Automotriz;V; 8 ; 15 ;; 8 ;; 8 ; 8 ; 15 ;; 8 ;; 14 ;;;;;;;
2015;59;Industria de Papel, Ediciones e Impresiones;V;;;;;; 1 ;;;;; 0 ; 1 ;;;;;;;
2015;59;Industria Química, Caucho y Plástico;V; 8 ; 13 ; 0 ;; 17 ; 4 ; 14 ; 13 ; 0 ;; 21 ;;;;;;;;
2015;59;Metales Comunes y Elaboración;V; 0 ;;; 0 ;;; 0 ;; 0 ;;; 0 ;;;;;;;
2015;59;Oleaginosos y Cerealeros;V;;; 6 ; 5 ; 5 ; 2 ; 1 ;; 5 ; 5 ; 6 ; 2 ;;;;;;;
2015;59;Otros Industria Manufacturera;V;; 0 ; 0 ;; 2 ; 0 ;; 0 ; 0 ;; 1 ; 0 ;;;;;;;
2015;59;Otros Sector Privado no Financiero;V;; 1 ; 0 ; 0 ; 1 ; 0 ;; 1 ; 0 ;; 0 ; 0 ;;;;;;;
2015;59;Petróleo;V; 6 ; 4 ; 21 ; 74 ;; 5 ; 6 ; 4 ; 6 ; 55 ;; 5 ;;;;;;;
2015;59;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V;; 1 ;;; 1 ;;; 1 ;;; 1 ;;;;;;;;
2015;59;Sector Público;V;;;; 51 ;;; 0 ; 0 ; 60 ; 3 ;;;;;;;;;
2015;59;Todos;V; 26 ; 42 ; 35 ; 154 ; 27 ; 33 ; 37 ; 44 ; 87 ; 93 ; 41 ; 40 ;;;;;;;
2015;59;Transporte;V;;; 7 ; 2 ;; 4 ;;; 7 ;;; 4 ;;;;;;;
2015;60;Agricultura, Ganadería y Otras Actividades Primarias;V; 1 ; 1 ; 4 ; 1 ; 4 ; 3 ; 1 ; 0 ; 3 ; 2 ; 2 ; 3 ;;;;;;;
2015;60;Alimentos, Bebidas y Tabaco;V; 2 ; 2 ; 8 ; 2 ; 11 ; 3 ; 4 ; 1 ; 6 ; 9 ; 6 ; 4 ;;;;;;;
2015;60;Comercio;V; 2 ; 3 ; 5 ; 9 ; 1 ; 3 ; 0 ; 0 ; 3 ; 2 ; 1 ; 8 ;;;;;;;
2015;60;Comunicaciones;V; 1 ; 4 ; 1 ; 6 ; 7 ; 5 ; 5 ; 8 ; 2 ; 2 ; 1 ; 2 ;;;;;;;
2015;60;Construcción;V; 2 ; 2 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 3 ; 12 ;;;;;;;
2015;60;Electricidad (Generación, Transporte, Distribución);V; 11 ; 7 ; 2 ; 3 ; 3 ; 12 ; 28 ; 6 ; 1 ; 0 ; 10 ; 17 ;;;;;;;
2015;60;Entidades Financieras y Cambiarias;V; 0 ; 0 ;;;; 0 ;;;; 2 ; 126 ; 0 ;;;;;;;
2015;60;Entretenimiento;V; 5 ; 2 ; 0 ; 2 ; 2 ; 3 ; 3 ; 3 ; 0 ;;;;;;;;;;
2015;60;Gas (Extracción, Transporte, Distribución);V;;;; 6 ; 25 ;;; 1 ; 1 ;;; 50 ;;;;;;;
2015;60;Industria Automotriz;V; -   ; 1 ; 1 ; 35 ; 1 ; 0 ;; 1 ;; 35 ; 0 ; 1 ;;;;;;;
2015;60;Industria de Papel, Ediciones e Impresiones;V; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;60;Industria Química, Caucho y Plástico;V; 17 ; 6 ; 10 ; 10 ; 7 ; 8 ; 5 ; 10 ; 7 ; 2 ; 1 ; 13 ;;;;;;;
2015;60;Industria Textil y Curtidos;V; 2 ; 1 ; 0 ; 2 ; 3 ; 0 ; 0 ;;; 1 ; 0 ;;;;;;;;
2015;60;Informática;V;;;;;;; 0 ; 1 ;;;;;;;;;;;
2015;60;Maquinarias y Equipos;V; 6 ;; 0 ; 3 ; 0 ; 0 ; 5 ; 1 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;60;Metales Comunes y Elaboración;V; 2 ;; 2 ;; 1 ;;; 1 ; 0 ;; 1 ;;;;;;;;
2015;60;Mineria;V; 1 ;; 1 ; 2 ; 3 ;;;;;;;;;;;;;;
2015;60;Oleaginosos y Cerealeros;V; 0 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 0 ;;;;;;;
2015;60;Otros Industria Manufacturera;V;; 1 ; 1 ; 3 ; 2 ; 1 ; 1 ; 0 ;;;; 0 ;;;;;;;
2015;60;Otros Sector Privado no Financiero;V; 75 ; 8 ; 7 ; 14 ; 7 ; 8 ; 10 ; 7 ; 7 ; 11 ; 9 ; 9 ;;;;;;;
2015;60;Petróleo;V; 3 ; 6 ; 117 ; 4 ; 3 ; 7 ; 3 ; 4 ; 15 ; 26 ; 3 ; 19 ;;;;;;;
2015;60;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 1 ;; -   ; 0 ; 0 ; 0 ;; 0 ; 0 ;;;;;;;;;;
2015;60;Sector Público;V; 9 ; 2 ; 495 ; 9 ; 1 ; 10 ; 10 ; 5 ; 18 ; 672 ; 1 ; 10 ;;;;;;;
2015;60;Todos;V; 138 ; 57 ; 655 ; 134 ; 104 ; 69 ; 79 ; 62 ; 67 ; 767 ; 179 ; 150 ;;;;;;;
2015;60;Transporte;V; 0 ; 13 ; 0 ; 21 ; 19 ; 3 ; 2 ; 12 ; 1 ; 1 ; 11 ; 1 ;;;;;;;
2015;60;Turismo y Hotelería;V;; 0 ; 0 ;;; 0 ; 0 ; 0 ;; 0 ;; 0 ;;;;;;;
2015;61;Comercio;V;;;;; 0 ;;;;;;;;;;;;;;
2015;61;Entidades Financieras y Cambiarias;V; 135 ; 100 ; 150 ; 157 ; 136 ; 161 ; 266 ; 250 ; 252 ; 284 ; 220 ; 207 ;;;;;;;
2015;61;Industria Química, Caucho y Plástico;V;; 0 ;;;;;; 0 ;;;;;;;;;;;
2015;61;Otros Industria Manufacturera;V;;; 0 ;;;;;;;;;;;;;;;;
2015;61;Otros Sector Privado no Financiero;V;;;;;;;;; 0 ;;;;;;;;;;
2015;61;Todos;V; 135 ; 100 ; 150 ; 157 ; 136 ; 161 ; 266 ; 250 ; 252 ; 284 ; 220 ; 207 ;;;;;;;
2015;62;Agricultura, Ganadería y Otras Actividades Primarias;V; 4 ; 5 ; 6 ; 9 ; 15 ; 19 ; 21 ; 12 ; 10 ; 18 ; 40 ; 19 ;;;;;;;
2015;62;Agua;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;62;Alimentos, Bebidas y Tabaco;V; 15 ; 24 ; 13 ; 14 ; 7 ; 12 ; 25 ; 17 ; 24 ; 23 ; 33 ; 23 ;;;;;;;
2015;62;Comercio;V; 8 ; 6 ; 8 ; 8 ; 7 ; 7 ; 11 ; 13 ; 16 ; 15 ; 16 ; 14 ;;;;;;;
2015;62;Comunicaciones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ;;;;;;;
2015;62;Construcción;V; 1 ; 1 ; 2 ; 1 ; 4 ; 3 ; 4 ; 3 ; 4 ; 4 ; 7 ; 5 ;;;;;;;
2015;62;Electricidad (Generación, Transporte, Distribución);V; 1 ; 2 ; 5 ; 4 ; 4 ; 3 ; 3 ; 9 ; 6 ; 10 ; 11 ; 1 ;;;;;;;
2015;62;Entretenimiento;V; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2015;62;Gas (Extracción, Transporte, Distribución);V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 3 ; 6 ; 2 ; 3 ; 2 ;;;;;;;
2015;62;Gastronomía;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;62;Industria Automotriz;V; 2 ; 1 ; 2 ; 6 ; 6 ; 2 ; 3 ; 7 ; 10 ; 10 ; 11 ; 15 ;;;;;;;
2015;62;Industria de Papel, Ediciones e Impresiones;V; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 2 ; 3 ; 2 ; 1 ;;;;;;;
2015;62;Industria Química, Caucho y Plástico;V; 20 ; 20 ; 9 ; 20 ; 18 ; 16 ; 19 ; 33 ; 26 ; 33 ; 44 ; 30 ;;;;;;;
2015;62;Industria Textil y Curtidos;V; 2 ; 2 ; 2 ; 4 ; 3 ; 2 ; 2 ; 3 ; 3 ; 3 ; 3 ; 3 ;;;;;;;
2015;62;Informática;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 2 ; 2 ;;;;;;;
2015;62;Maquinarias y Equipos;V; 4 ; 8 ; 4 ; 13 ; 5 ; 7 ; 9 ; 7 ; 4 ; 10 ; 6 ; 19 ;;;;;;;
2015;62;Metales Comunes y Elaboración;V; 2 ; 2 ; 1 ; 4 ; 2 ; 2 ; 2 ; 1 ; 5 ; 1 ; 4 ; 7 ;;;;;;;
2015;62;Mineria;V; 3 ; 0 ; 4 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 2 ; 2 ;;;;;;;
2015;62;Oleaginosos y Cerealeros;V; 30 ; 28 ; 17 ; 33 ; 26 ; 46 ; 36 ; 47 ; 134 ; 56 ; 85 ; 30 ;;;;;;;
2015;62;Otros Industria Manufacturera;V; 6 ; 4 ; 9 ; 5 ; 5 ; 4 ; 3 ; 8 ; 4 ; 4 ; 12 ; 2 ;;;;;;;
2015;62;Otros Sector Privado no Financiero;V; 240 ; 256 ; 332 ; 216 ; 273 ; 254 ; 309 ; 289 ; 291 ; 400 ; 410 ; 382 ;;;;;;;
2015;62;Petróleo;V; 13 ; 37 ; 59 ; 22 ; 14 ; 32 ; 12 ; 4 ; 15 ; 17 ; 11 ; 21 ;;;;;;;
2015;62;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 4 ; 3 ; 0 ; 0 ; 0 ;;;;;;;
2015;62;Sector Público;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;62;Seguros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;62;Todos;V; 355 ; 401 ; 480 ; 365 ; 396 ; 417 ; 470 ; 471 ; 571 ; 619 ; 708 ; 583 ;;;;;;;
2015;62;Transporte;V; 1 ; 1 ; 1 ; 1 ; 3 ; 3 ; 3 ; 3 ; 3 ; 3 ; 3 ; 3 ;;;;;;;
2015;62;Turismo y Hotelería;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 2 ; 1 ;;;;;;;
2015;63;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2 ;;;;;;;
2015;63;Agua;C;;;; 0 ;;;;;; 0 ; 0 ;;;;;;;;
2015;63;Alimentos, Bebidas y Tabaco;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Comercio;C; 2 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 3 ;;;;;;;
2015;63;Comunicaciones;C; 0 ; 11 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Construcción;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5 ;;;;;;;
2015;63;Electricidad (Generación, Transporte, Distribución);C; 0 ; 0 ; 0 ; 70 ; 1 ; 40 ; 18 ; 6 ; 0 ; 14 ; 49 ; 15 ;;;;;;;
2015;63;Entretenimiento;C; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Gas (Extracción, Transporte, Distribución);C; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 2 ;;;;;;;
2015;63;Gastronomía;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Industria Automotriz;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;63;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Industria Química, Caucho y Plástico;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;63;Industria Textil y Curtidos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Informática;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Maquinarias y Equipos;C; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;63;Metales Comunes y Elaboración;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Mineria;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Oleaginosos y Cerealeros;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;63;Otros Industria Manufacturera;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Otros Sector Privado no Financiero;C; 11 ; 5 ; 6 ; 7 ; 8 ; 10 ; 12 ; 7 ; 5 ; 7 ; 7 ; 74 ;;;;;;;
2015;63;Petróleo;C; 40 ; 26 ; 130 ; 480 ; 463 ; 200 ; 17 ; 0 ; 176 ; 53 ; 27 ; 29 ;;;;;;;
2015;63;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Sector Público;C; 137 ; 166 ; 224 ; 247 ; 168 ; 225 ; 283 ; 287 ; 479 ; 277 ; 271 ; 162 ;;;;;;;
2015;63;Seguros;C; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;63;Todos;C; 191 ; 211 ; 363 ; 807 ; 642 ; 478 ; 333 ; 302 ; 661 ; 351 ; 356 ; 302 ;;;;;;;
2015;63;Transporte;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;63;Turismo y Hotelería;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2 ;;;;;;;
2015;64;Agricultura, Ganadería y Otras Actividades Primarias;C; 2 ; 1 ; 2 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 2 ;;;;;;;
2015;64;Alimentos, Bebidas y Tabaco;C; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ;;; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;64;Comercio;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 4 ;;;;;;;
2015;64;Comunicaciones;C; 2 ; 1 ;; 0 ; 1 ; 56 ; 1 ; 1 ;; 0 ;; 0 ;;;;;;;
2015;64;Construcción;C; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ;; 0 ; 0 ;;;;;;;
2015;64;Electricidad (Generación, Transporte, Distribución);C;;;; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;64;Entretenimiento;C; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ;;;;;;;
2015;64;Gas (Extracción, Transporte, Distribución);C;; 0 ;;; 0 ; 0 ; 0 ;;; 0 ;;;;;;;;;
2015;64;Gastronomía;C; 0 ; 0 ; 0 ;;;;;;;;;;;;;;;;
2015;64;Industria Automotriz;C; 3 ; 0 ;;;;; 1 ;; 0 ;;; 0 ;;;;;;;
2015;64;Industria de Papel, Ediciones e Impresiones;C; 3 ; 0 ; 0 ; 0 ; 1 ; 1 ;; 0 ;; 0 ;; 0 ;;;;;;;
2015;64;Industria Química, Caucho y Plástico;C; 1 ; 2 ; 5 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 1 ; 2 ; 1 ;;;;;;;
2015;64;Industria Textil y Curtidos;C;; 0 ;; 1 ; 0 ; 1 ; 0 ; 0 ;;;;;;;;;;;
2015;64;Informática;C; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ;;;;;;;
2015;64;Maquinarias y Equipos;C; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;64;Mineria;C;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ;;;;;;;
2015;64;Oleaginosos y Cerealeros;C; 0 ;;; 0 ;; 0 ; 0 ;;;; 1 ; 0 ;;;;;;;
2015;64;Otros Industria Manufacturera;C; 2 ;; 2 ;; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;
2015;64;Otros Sector Privado no Financiero;C; 25 ; 21 ; 31 ; 7 ; 15 ; 22 ; 10 ; 7 ; 15 ; 7 ; 5 ; 37 ;;;;;;;
2015;64;Petróleo;C; 1 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 2 ; 2 ; 2 ; 13 ;;;;;;;
2015;64;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C; 0 ; 0 ;;;;;;; 0 ;;;;;;;;;;
2015;64;Sector Público;C; 5 ; 1 ; 1 ; 8 ; 3 ;; 0 ; 4 ; 1 ; 106 ; 3 ;;;;;;;;
2015;64;Seguros;C; 1 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 2 ; 0 ; 1 ; 1 ; 0 ;;;;;;;
2015;64;Todos;C; 48 ; 29 ; 47 ; 21 ; 25 ; 88 ; 18 ; 17 ; 21 ; 122 ; 15 ; 65 ;;;;;;;
2015;64;Transporte;C; 1 ; 1 ; 2 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ;;;;;;;
2015;64;Turismo y Hotelería;C; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;65;Agricultura, Ganadería y Otras Actividades Primarias;V; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 9 ;;;;;;;
2015;65;Agua;V; 0 ; 0 ;;;; 0 ;; 0 ; 0 ;; 0 ; 0 ;;;;;;;
2015;65;Alimentos, Bebidas y Tabaco;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 11 ;;;;;;;
2015;65;Comercio;V; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 2 ; 1 ; 1 ; 2 ; 36 ;;;;;;;
2015;65;Comunicaciones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ;;;;;;;
2015;65;Construcción;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 13 ;;;;;;;
2015;65;Electricidad (Generación, Transporte, Distribución);V; 0 ; 0 ; 223 ; 0 ; 0 ; 0 ; 63 ; 0 ; 0 ; 0 ; 71 ; 135 ;;;;;;;
2015;65;Entretenimiento;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 4 ;;;;;;;
2015;65;Gastronomía;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;65;Industria Automotriz;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 8 ;;;;;;;
2015;65;Industria de Papel, Ediciones e Impresiones;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5 ;;;;;;;
2015;65;Industria Química, Caucho y Plástico;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 10 ;;;;;;;
2015;65;Industria Textil y Curtidos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 9 ;;;;;;;
2015;65;Informática;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 3 ;;;;;;;
2015;65;Maquinarias y Equipos;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 18 ;;;;;;;
2015;65;Metales Comunes y Elaboración;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 12 ;;;;;;;
2015;65;Mineria;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2015;65;Oleaginosos y Cerealeros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ;;;;;;;
2015;65;Otros Industria Manufacturera;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 17 ;;;;;;;
2015;65;Otros Sector Privado no Financiero;V; 467 ; 469 ; 516 ; 526 ; 476 ; 553 ; 714 ; 674 ; 656 ; 695 ; 714 ; 1,351 ;;;;;;;
2015;65;Petróleo;V; 81 ; 500 ; 0 ; 900 ; 0 ; 0 ; 0 ; 0 ; 100 ; 84 ; 139 ; 0 ;;;;;;;
2015;65;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5 ;;;;;;;
2015;65;Sector Público;V; 6 ; 1 ; 9 ; 9 ; 3 ; 494 ; 1 ; 1 ; 1 ; 107 ; 8 ; 2 ;;;;;;;
2015;65;Seguros;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5 ;;;;;;;
